"SID","PMID","DOI","EID","Date","Title"
"0035072249","11283592","10.1038/86730","2-s2.0-0035072249","2001-04-18","Expression profiling using microarrays fabricated by an ink-jet oligonucleotide synthesizer"
"0034050902","10700174","10.1038/73432","2-s2.0-0034050902","2000-03-01","Systematic variation in gene expression patterns in human cancer cell lines"
"0034710876","11035779","10.1073/pnas.210134797","2-s2.0-0034710876","2000-10-24","Coupled two-way clustering analysis of gene microarray data"
"0033818954","10997270","","2-s2.0-0033818954","2000-09-23","A concise guide to cDNA microarray analysis"
"0035826942","11344303","10.1073/pnas.101013198","2-s2.0-0035826942","2001-05-08","Statistical modeling of large microarray data sets to identify stimulus-response profiles"
"0033569406","10521349","10.1126/science.286.5439.531","2-s2.0-0033569406","1999-10-15","Molecular classification of cancer: Class discovery and class prediction by gene expression monitoring"
"0035880236","11435312","10.1182/blood.V98.2.422","2-s2.0-0035880236","2001-07-15","Identification of myelodysplastic syndrome-specific genes by DNA microarray analysis with purified hematopoietic stem cell fraction"
"0035885971","11535529","10.1182/blood.V98.6.1914","2-s2.0-0035885971","2001-09-15","Transcription patterning of uncoupled proliferation and differentiation in myelodysplastic bone marrow with erythroid-focused arrays"
"0035970039","11158605","10.1073/pnas.98.3.1124","2-s2.0-0035970039","2001-01-30","Expression profiling reveals fundamental biological differences in acute myeloid leukemia with isolated trisomy 8 and normal cytogenetics"
"0035437143","11468180","10.1182/blood.V98.3.787","2-s2.0-0035437143","2001-08-01","Altered apoptosis pathways in mantle cell lymphoma detected by oligonucleotide microarray"
"0023160529","3103719","","2-s2.0-0023160529","1987-01-01","Mutation in N-ras predominate in acute myeloid leukemia"
"0023880245","3278322","","2-s2.0-0023880245","1988-01-01","Analysis of RAS gene mutations in acute myeloid leukemia by polymerase chain reaction and oligonucleotide probes"
"0024990090","2200539","","2-s2.0-0024990090","1990-08-15","N-ras mutations in adult de novo acute myelogenous leukemia: Prevalence and clinical significance"
"0030451722","8946930","","2-s2.0-0030451722","1996-12-01","Internal tandem duplication of the flt3 gene found in acute myeloid leukemia"
"0035168677","11133746","10.1182/blood.V97.1.89","2-s2.0-0035168677","2001-01-01","Prevalence and prognostic significance of Flt3 internal tandem duplication in pediatric acute myeloid leukemia"
"0035383768","11369655","10.1182/blood.V97.11.3589","2-s2.0-0035383768","2001-06-01","FLT3, RAS, and TP53 mutations in elderly patients with acute myeloid leukemia"
"0035313156","11264179","10.1182/blood.V97.7.2115","2-s2.0-0035313156","2001-04-01","Identification of novel markers for monitoring minimal residual disease in acute lymphoblastic leukemia"
"0034661519","10887098","","2-s2.0-0034661519","2000-07-15","Detection of differentially expressed genes in lymphomas using cDNA arrays: Identification of clusterin as a new diagnostic marker for anaplastic large-cell lymphomas"
"9544233528","8822948","","2-s2.0-9544233528","1996-09-15","Long-term follow-up of minimal residual disease in leukemia patients by monitoring WT1 (Wilms Tumor Gene) expression levels"
"0032920599","10229771","10.1016/S1084-8592(99)80046-0","2-s2.0-0032920599","1999-05-12","A seminested RT-PCR assay for HER2/neu: Initial validation of a new method for the detection of disseminated breast cancer cells"
"0026706299","1380888","","2-s2.0-0026706299","1992-01-01","Sensitive Detection of Rare Circulating Neuroblastoma Cells by the Reverse Transcriptase-Polymerase Chain Reaction"
"0035884615","11560965","","2-s2.0-0035884615","2001-09-15","Cancer treatment in the STI571 era: What will change?"
"0034684129","11036101","","2-s2.0-0034684129","2000-10-18","Dragons 'round the fleece again: STI571 versus α1 acid glycoprotein"
"0029995607","8656667","","2-s2.0-0029995607","1996-05-01","The molecular biology of chronic myeloid leukaemia"
"0014837635","4318922","","2-s2.0-0014837635","1970-08-01","Lymphosarcoma: virus-induced thymic-independent disease in mice."
"0019052984","6254050","","2-s2.0-0019052984","1980-08-01","A transformation-defective mutant of Abelson murine leukemia virus lacks protein kinase activity."
"0031561476","9426205","10.1016/S0304-419X(97)00022-X","2-s2.0-0031561476","1997-12-09","Protein tyrosine kinases and cancer"
"0035866754","11289094","","2-s2.0-0035866754","2001-03-15","The BCR gene and Philadelphia chromosome-positive leukemogenesis"
"0035933754","11423629","","2-s2.0-0035933754","2001-06-22","Why some leukemia cells resist STI-571"
"0035913337","11460142","10.1038/35085665","2-s2.0-0035913337","2001-07-19","New-age drug meets resistance"
"0035850870","11602239","10.1016/S0014-5793(01)02894-0","2-s2.0-0035850870","2001-10-12","How carcinogens (or telomere dysfunction) induce genetic instability: Associated-selection model"
"0032542364","9872311","10.1038/25292","2-s2.0-0032542364","1998-12-17","Genetic instabilities in human cancers"
"0035141317","11426628","","2-s2.0-0035141317","2001-02-19","Telomere dynamics and genetic instability in disease progression of chronic myeloid leukemia"
"0034710536","10962572","","2-s2.0-0034710536","2000-08-24","Progressive changes in the leukemogenic signaling in BCR/ABL-transformed cells"
"0035163226","11681425","","2-s2.0-0035163226","2001-11-26","Marked ploidy and BCR-ABL gene amplification in vivo in a patient treated with STI571 [3]"
"0035266132","11280726","","2-s2.0-0035266132","2001-03-01","Geldanamycin and its analogue 17-allylamino-17-demethoxygeldanamycin lowers Bcr-Abl levels and induces apoptosis and differentiation of Bcr-Abl-positive human leukemic blasts"
"0034771555","11587211","10.1038/sj.leu.2402257","2-s2.0-0034771555","2001-11-06","The Hsp90 inhibitor geldanamycin selectively sensitizes Bcr-Abl-expressing leukemia cells to cytotoxic chemotherapy"
"0034697113","10775110","10.1126/science.288.5465.514","2-s2.0-0034697113","2000-04-21","Emergence of genetic instability in children treated for leukemia"
"0033543728","10481009","10.1126/science.285.5434.1733","2-s2.0-0033543728","1999-09-10","A chemical inhibitor of p53 that protects mice from the side effects of cancer therapy"
"0034668786","11062053","10.1042/0264-6021:3520001","2-s2.0-0034668786","2000-11-15","Strategies for manipulating the p53 pathway in the treatment of human cancer"
"0033601370","10617466","10.1126/science.286.5449.2507","2-s2.0-0033601370","1999-12-24","Pharmacological rescue of mutant p53 conformation and function"
"0018348655","218111","10.1038/278261a0","2-s2.0-0018348655","1979-12-01","T antigen is bound to a host protein in SY40-transformed cells [19]"
"0018760324","222475","10.1016/0092-8674(79)90293-9","2-s2.0-0018760324","1979-01-01","Characterization of a 54K Dalton cellular SV40 tumor antigen present in SV40-transformed cells and uninfected embryonal carcinoma cells"
"0025173845","2137806","","2-s2.0-0025173845","1990-02-07","p53: Oncogene or anti-oncogene?"
"0025639158","2175676","10.1016/0092-8674(90)90409-8","2-s2.0-0025639158","1990-12-21","The E6 oncoprotein encoded by human papillomavirus types 16 and 18 promotes the degradation of p53"
"0030965946","9153396","10.1038/387299a0","2-s2.0-0030965946","1997-05-15","Regulation of p53 stability by Mdm2"
"0030905284","9153395","10.1038/387296a0","2-s2.0-0030905284","1997-05-15","Mdm2 promotes the rapid degradation of p53"
"0028834902","7477327","10.1038/378206a0","2-s2.0-0028834902","1995-11-09","Rescue of embryonic lethality in Mdm2-deficient mice by absence of p53"
"0028823020","7477326","10.1038/378203a0","2-s2.0-0028823020","1995-11-09","Rescue of early embryonic lethality in mdm2-deficient mice by deletion of p53"
"0034704923","10763826","","2-s2.0-0034704923","2000-03-23","The loss of mdm2 induces p53 mediated apoptosis"
"0032480589","9798583","10.1016/S0140-6736(98)03030-X","2-s2.0-0032480589","1998-10-03","Risk assessment for patients with chronic myeloid leukaemia before allogeneic blood or marrow transplantation"
"0032533228","9808542","","2-s2.0-0032533228","1998-11-15","Optimizing outcome after unrelated marrow transplantation by comprehensive matching of HLA class I and II alleles in the donor and recipient"
"0033996949","10723575","","2-s2.0-0033996949","2000-03-07","Mini-allografts: Ongoing trials in humans"
"0032859309","10501919","10.1007/s002800051001","2-s2.0-0032859309","1999-10-07","Favorable therapeutic index of a p210(BCR-ABL)-specific tyrosine kinase inhibitor; activity on lineage-committed and primitive chronic myelogenous leukemia progenitors"
"0033814350","11005253","","2-s2.0-0033814350","2000-01-01","Biological and clinical review of stromal tumors in the gastrointestinal tract"
"0032921194","10198725","","2-s2.0-0032921194","1999-03-01","Tyrosine kinase inhibitors in chronic myeloid leukemia"
"0034712478","10744084","","2-s2.0-0034712478","2000-03-25","Tyrosine-kinase inhibition in treatment of chronic myeloid leukaemia"
"0035014278","11328274","10.1046/j.1365-2141.2001.02558.x","2-s2.0-0035014278","2001-05-21","Recent advances in the molecular and cellular biology of chronic myeloid leukaemia: Lessons to be learned from the laboratory"
"0034995997","11376866","10.1016/S0301-472X(01)00633-6","2-s2.0-0034995997","2001-01-01","Novel therapies for chronic myelogenous leukemia"
"0034489987","11167734","10.1046/j.1365-2141.2000.02216.x","2-s2.0-0034489987","2000-12-01","Chronic myelogenous leukaemia"
"0020972981","6580527","10.1038/306277a0","2-s2.0-0020972981","1983-12-01","Translocation of c-abl oncogene correlates with the presence of a Philadelphia chromosome inchronicmyelocytic leukaemia"
"0026348952","1763047","","2-s2.0-0026348952","1991-12-01","Blast crisis in a murine model of chronic myelogenous leukemia"
"0027091627","1467514","","2-s2.0-0027091627","1992-12-15","Clinical significance of the BCR-ABL fusion gene in adult acute lymphoblastic leukemia: A Cancer and Leukemia Group B Study (8762)"
"0028944395","7858247","","2-s2.0-0028944395","1995-01-01","The biology and treatment of acute lymphoblastic leukemia in adults"
"0034611661","10749961","10.1056/NEJM200004063421402","2-s2.0-0034611661","2000-04-06","Outcome of treatment in children with Philadelphia chromosome-positive acute lymphoblastic leukemia"
"0027368352","8402896","","2-s2.0-0027368352","1993-10-08","BCR-ABL-induced oncogenesis is mediated by direct interaction with the SH2 domain of the GRB-2 adaptor protein"
"0027296354","7691239","","2-s2.0-0027296354","1993-09-15","Role of p21 RAS in p210 bcr-abl transformation of murine myeloid cells"
"0028147448","8112292","","2-s2.0-0028147448","1994-02-15","Bcr-Abl oncoproteins bind directly to activators of the Ras signalling pathway"
"0031459864","9008160","10.1016/S0092-8674(00)81840-1","2-s2.0-0031459864","1997-01-24","p62(dok): A constitutively tyrosine-phosphorylated, GAP-associated protein in chronic myelogenous leukemia progenitor cells"
"0031444245","9008161","10.1016/S0092-8674(00)81841-3","2-s2.0-0031444245","1997-01-24","Identification of the Abl- and rasGAP-associated 62 kDa protein as a docking protein, dok"
"0025868121","1906352","","2-s2.0-0025868121","1991-09-04","Interferon-α overrides the deficient adhesion of chronic myeloid leukemia primitive progenitor cells to bone marrow stromal cells"
"0031561479","9426204","10.1016/S0304-419X(97)00023-1","2-s2.0-0031561479","1997-12-09","Signal transduction by wild-type and leukemogenic Abl proteins"
"0032080097","9558400","","2-s2.0-0032080097","1998-05-01","Inhibition of BCR-ABL expression with antisense oligodeoxynucleotides restores β1 integrin-mediated adhesion and proliferation inhibition in chronic myelogenous leukemia hematopoietic progenitors"
"0023901483","3422181","","2-s2.0-0023901483","1988-01-01","Discordant Maturation as the Primary Biological Defect in Chronic Myelogenous Leukemia"
"0027998224","7925778","","2-s2.0-0027998224","1994-01-01","Factor independence of human myeloid leukemia cell lines is associated with increased phosphorylation of the proto-oncogene Raf-1"
"0026666779","1327283","","2-s2.0-0026666779","1992-10-01","Clonal evolution in a myeloid cell line transformed to interleukin-3 independent growth by retroviral transduction and expression of p210bcr/abl"
"0019914187","6956430","10.1002/1097-0142(19821101)50:9&lt;1683::AID-CNCR2820500904&gt;3.0.CO;2-X","2-s2.0-0019914187","1982-01-01","Busulfan versus hydroxyurea in long‐term therapy of chronic myelogenous leukemia"
"0022623818","3457264","","2-s2.0-0022623818","1986-06-25","Hematologic remission and cytogenetic improvement induced by recombinant human interferon alpha(A) in chronic myelogenous leukemia"
"0027410950","8485045","10.1111/j.1365-2141.1993.tb04663.x","2-s2.0-0027410950","1993-01-01","Impact of interferon alpha‐induced cytogenetic improvement on survival in chronic myelogenous leukaemia"
