Rank,NCT Number,Title,Recruitment,Study Results,Conditions,Interventions,Sponsor/Collaborators,Gender,Age,Phases,Enrollment,Funded Bys,Study Types,Study Designs,Other IDs,First Received,Start Date,Completion Date,Last Updated,Last Verified,Results First Received,Acronym,Primary Completion Date,Outcome Measures,URL
160,NCT00193466,Rituximab and Fludarabine Followed by CAMPATH-1H in Chronic Lymphocytic Leukemia or Small Lymphocytic Lymphoma,Completed,No Results Available,Non-Hodgkins Lymphoma,Drug: Rituximab|Drug: Fludarabine|Drug: CAMPTH-1H,"SCRI Development Innovations, LLC|Bayer",All,"18 Years and older Â  (Adult, Senior)",Phase 2,40,Other|Industry,Interventional,Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,SCRI LYM 21|CAM-217,12-Sep-05,1/1/02,4/1/08,29-Dec-10,Dec-10,No Study Results Posted,null,Jan-07,Complete response rate|Molecular complete response rate|Progression free survival|Overall toxicity,https://ClinicalTrials.gov/show/NCT00193466
72,NCT00206726,Alemtuzumab/Fludarabine for Relapsed/Refractory B-cell Chronic Lymphocytic Leukemia (B-CLL),Completed,Has Results,"Leukemia, Lymphocytic, Chronic, B-Cell",Drug: Alemtuzumab plus Fludarabine,"Genzyme, a Sanofi Company|Sanofi",All,"18 Years and older Â  (Adult, Senior)",Phase 2,60,Industry,Interventional,Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,13603|305825,19-Sep-05,5/1/05,4/1/08,27-Jul-16,Jul-16,19-Nov-09,ECO-1,Apr-08,Complete Response (CR)|Overall Response (OR)|Overall Survival (OS)|Progression-free Survival (PFS)|Percentage of Participants With Overall Response at Different Observation Times|Number of Participants With Minimal Residual Disease (MRD),https://ClinicalTrials.gov/show/NCT00206726
225,NCT00104975,Alemtuzumab and Combination Chemotherapy Followed By Donor Lymphocytes in Treating Patients Who Are Undergoing Donor Stem Cell Transplant for Hematologic Cancer,Completed,No Results Available,Chronic Myeloproliferative Disorders|Leukemia|Lymphoma|Myelodysplastic Syndromes|Myelodysplastic/Myeloproliferative Neoplasms,Biological: alemtuzumab|Biological: therapeutic allogeneic lymphocytes|Drug: fludarabine phosphate|Drug: melphalan|Drug: tacrolimus|Drug: thiotepa|Procedure: peripheral blood stem cell transplantation,Yale University|National Cancer Institute (NCI),All,18 Years to 55 Years Â  (Adult),Phase 1,20,Other|NIH,Interventional,Primary Purpose: Treatment,CDR0000413698|YALE-25971|NCI-6765,3-Mar-05,2/1/05,5/1/08,13-Dec-16,Dec-16,No Study Results Posted,null,May-08,,https://ClinicalTrials.gov/show/NCT00104975
224,NCT00638820,Reduced Intensity AlloTransplant For Osteopetrosis,Terminated,Has Results,Osteopetrosis,"Procedure: Stem Cell or Umbilical Cord Blood Transplantation|Drug: Campath, Busulfan, Clofarabine|Procedure: Total Lymphoid Irradiation","Masonic Cancer Center, University of Minnesota",All,"up to 45 Years Â  (Child, Adult)",Phase 2,3,Other,Interventional,Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,0704M06581|MT2007-06,11-Mar-08,9/1/07,5/1/08,22-Feb-11,Feb-11,26-Aug-09,null,May-08,Number of Patients Achieving Donor Cell Engraftment|Number of Patients With Transplant Related Death|Number of Patients With Transplant Related Toxicity|Differential Imaging and Biologic Evaluations,https://ClinicalTrials.gov/show/NCT00638820
31,NCT00001984,Effectiveness of the Investigational Drug Campath-1H in Preventing Rejection of Transplanted Kidneys,Completed,Has Results,Graft Rejection|Kidney Disease,Drug: Alemtuzumab and DSG,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)|National Institutes of Health Clinical Center (CC),All,"Child, Adult, Senior",Phase 2,5,NIH,Interventional,Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,000013|00-DK-0013,26-Jan-00,11/1/99,6/1/08,22-Sep-16,Sep-16,13-Sep-10,null,Jun-08,Number of Patients With Renal Allograft Rejection|Rejection Day of Onset|Rise in Serum Creatineine Above Posttransplant Nadir|Creatinine Level at 6 Month Post Operation|Creatinine Level at Year 1 Post Operation|Creatinine at 2 Years|Monocyte Count,https://ClinicalTrials.gov/show/NCT00001984
3,NCT00142181,Phase II Study of Campath-1H Antibody to Treat Waldenstrom's Macroglobulinemia,Completed,No Results Available,Lymphoplasmacytic Lymphoma|Waldenstrom's Macroglobulinemia,Drug: Campath-1H,"Dana-Farber Cancer Institute|Brigham and Women's Hospital|Beth Israel Deaconess Medical Center|Massachusetts General Hospital|Bayer|University of California, Los Angeles|Northwestern University|Arizona Oncology Associates",All,"18 Years to 80 Years Â  (Adult, Senior)",Phase 2,27,Other|Industry,Interventional,Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,02-079,1-Sep-05,3/1/03,6/1/08,19-Dec-12,Dec-12,No Study Results Posted,null,Oct-05,To determine the effectiveness of Campath-1H in treating patients with Waldenstrom's macroglobulinemia.|To determine the safety of Campath-1H.,https://ClinicalTrials.gov/show/NCT00142181
93,NCT00930605,The Effectiveness of Alemtuzumab Given in Combination With CHOP and ESHAP in Patients Newly Diagnosed With Peripheral T-Cell Lymphoma (PTCL),Completed,No Results Available,Peripheral T-cell Lymphoma,Drug: CHOP regimen alternate with ESHAP regimen|Drug: Alemtuzumab,King Chulalongkorn Memorial Hospital|Bayer,All,"15 Years to 65 Years Â  (Child, Adult)",Phase 2,16,Other|Industry,Interventional,Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,TH011001,29-Jun-09,1/1/05,7/1/08,4-Oct-11,Oct-11,No Study Results Posted,C+CHOP/ESHAP,Nov-06,The response to treatment and the treatment-related toxicity.,https://ClinicalTrials.gov/show/NCT00930605
113,NCT00157274,Study of Alemtuzumab to Treat Advanced Mycosis Fungoides/Sezary Syndrome,Unknown status,No Results Available,Mycosis Fungoides|Sezary Syndrome,Drug: alemtuzumab,Latin American Cooperative Onco-Haematology Group - Peru,All,"18 Years to 75 Years Â  (Adult, Senior)",Phase 2,20,Other,Interventional,Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,MF/SS,7-Sep-05,7/1/05,7/1/08,2-Apr-07,Sep-05,No Study Results Posted,null,null,Overall response|Time to relapse|Event free survival|Toxicity,https://ClinicalTrials.gov/show/NCT00157274
205,NCT00684255,Reduced Intensity Transplant in Medically Refractory Systemic Lupus Erythematosus (SLE) and Systemic Sclerosis (SSc),Terminated,Has Results,Systemic Lupus Erythematosus|Systemic Sclerosis,Procedure: Reduced Intensity Allogeneic Transplant|Drug: Fludarabine|Drug: Busulfan|Drug: Campath,New York Medical College,All,"7 Years to 50 Years Â  (Child, Adult)",Phase 1,1,Other,Interventional,Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment,AAAB1324|CHNY-01-511,22-May-08,8/1/07,7/1/08,6-Feb-14,Feb-14,22-Dec-08,null,Jul-08,Toxicity|Chimerism|Immune Reconstitution.|Progression Free and Overall Survival.,https://ClinicalTrials.gov/show/NCT00684255
294,NCT00586547,Evaluating the Use of RFT5-dgA to Deplete Alloreactive Cells Prior to Haploidentical Stem Cell Transplantation,Completed,No Results Available,Leukemia|Cancer,Drug: Ara-C|Drug: Cyclophosphamide|Drug: Mesna|Biological: Campath 1H|Radiation: TBI|Procedure: Stem Cells Infusion|Procedure: T-cell Infusion,"Baylor College of Medicine|University of Texas, Southwestern Medical Center at Dallas",All,"Child, Adult, Senior",Phase 1,24,Other,Interventional,Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,H-9033,21-Dec-07,7/1/00,9/1/08,2-Dec-09,Oct-09,No Study Results Posted,null,Sep-08,Determining the number of donor lymphocytes given to recipients of haploidentical stem cell transplants after depletion of recipient-reactive T lymphocytes by ex-vivo treatment with a fixed dose of RFT5-dgA immunotoxin.|To measure their overall and disease free survival.,https://ClinicalTrials.gov/show/NCT00586547
314,NCT00586755,Intensive Induction Therapy Followed by High Dose Chemo and BM Transplant for Mantle Cell Lymphoma,Completed,No Results Available,Mantle Cell Lymphoma,Procedure: Intensive Induction-BMT,Duke University,All,"18 Years and older Â  (Adult, Senior)",Phase 2,48,Other,Interventional,Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,2165,21-Dec-07,2/1/98,11/1/08,16-Jul-14,Jul-14,No Study Results Posted,null,Oct-07,Disease Free Survival (DFS)|Progression Free Survival (PFS)|Response to the induction regimen|Response to the transplant phase of therapy|Toxicity of the trial|Overall Survival (OS),https://ClinicalTrials.gov/show/NCT00586755
119,NCT00565981,"A Pilot Trial With Subcutaneous Alemtuzumab and Oral Fludarabinephosphate for the Determination of Safety, Efficacy and Molecular Profiling for the Prediction of Response",Unknown status,No Results Available,B-Cell Chronic Lymphocytic Leukemia,Drug: Fludarabine phosphate|Drug: Alemtuzumab,Arbeitsgemeinschaft medikamentoese Tumortherapie|Schering-Plough,All,"19 Years to 75 Years Â  (Adult, Senior)",Phase 2,28,Other|Industry,Interventional,Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,FLUSALEM,29-Nov-07,3/1/04,12/1/08,4-Jun-08,Jun-08,No Study Results Posted,null,Oct-07,"Safety and tolerability|Complete and overall response rate|Infections grade III, IV|Rate of CMV reactivation|Time to retreatment|Overall survival|Response in lymphatic compartments|Molecular response/ immunologic MRD response|Quality of Life",https://ClinicalTrials.gov/show/NCT00565981
51,NCT01046955,Thymoglobulin Versus Alemtuzumab Versus Daclizumab in Living Donor Renal Transplantation,Completed,No Results Available,End-Stage Renal Disease|Living Donors,Drug: Anti-Thymocyte Globulin vs Campath-1H vs Daclizumab,University of Miami|Hoffmann-La Roche,All,"14 Years and older Â  (Child, Adult, Senior)",Phase 4,38,Other|Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label,20010704,11-Jan-10,11/1/05,12/1/08,11-Jan-10,May-08,No Study Results Posted,null,Apr-07,To observe in a randomized prospective pilot study the effectiveness and toxicity of Thymoglobulin vs. Campath-1H used for induction therapy in recipients of living donor kidneys.|Patient/graft survival.|Incidence of adverse reactions.,https://ClinicalTrials.gov/show/NCT01046955
194,NCT00113269,"Safety/Efficacy of Induction Agents With Tacrolimus, MMF, and Rapid Steroid Withdrawal in Renal Transplant Recipients",Completed,Has Results,Kidney Transplantation,Drug: basiliximab|Drug: rabbit anti-thymocyte globulin|Drug: tacrolimus|Drug: alemtuzumab|Drug: mycophenolate mofetil|Drug: steroids,Astellas Pharma Inc,All,"18 Years and older Â  (Adult, Senior)",Phase 4,501,Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment,20-04-003,7-Jun-05,5/1/05,3/1/09,9-Aug-11,Aug-11,7-Jun-11,INTAC,Mar-09,Patient Incidence of Biopsy-confirmed Acute Rejection (BCAR) at 6 Months|Overall Patient Incidence of BCAR|Efficacy Failure|Clinically Treated Acute Rejection|Time to First BCAR|Graft Survival at 12 Months|Overall Graft Survival|Patient Survival at 12 Months|Overall Patient Survival|Renal Function Abnormalities Based on Creatinine Clearance|Renal Function Abnormalities Based on Serum Creatinine,https://ClinicalTrials.gov/show/NCT00113269
202,NCT02711202,Sequential Targeting of Cluster of Differentiation 52 (CD52) and Tumor Necrosis Factor (TNF) Allows Early Minimization Therapy in Kidney Transplantation,Completed,No Results Available,Kidney Transplantation,"Drug: MabCampath,|Drug: Remicade|Drug: Sirolimus|Drug: Tacrolimus","Institute for Clinical and Experimental Medicine|Charite University, Berlin, Germany|Miltenyi Biotec GmbH",All,"18 Years and older Â  (Adult, Senior)",,20,Other|Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Screening,EudraCT Number: 2006-003110-18,9-Mar-16,1/1/07,3/1/09,12-Mar-16,Mar-16,No Study Results Posted,null,Mar-09,"number of patients with functional graft|number of patients alive|kidney graft function (measured by serum creatinine and glomerular filtration)|the number of bioptically verified rejection episodes and their severity|fibrosis grade and presence of subclinical rejection in protocol biopsy at 12 months|intragraft gene expression (inflammatory cytokines, chemokines and protective factors)|peripheral blood gene expression (inflammatory cytokines, chemokines and protective factors)",https://ClinicalTrials.gov/show/NCT02711202
98,NCT00027560,"Melphalan, Fludarabine, and Alemtuzumab Followed by Peripheral Stem Cell Transplant in Treating Patients With Hematologic Cancer",Completed,Has Results,Leukemia|Lymphoma|Multiple Myeloma and Plasma Cell Neoplasm|Myelodysplastic Syndromes|Myelodysplastic/Myeloproliferative Neoplasms,Biological: alemtuzumab|Drug: cyclosporine|Drug: fludarabine phosphate|Drug: melphalan|Procedure: allogeneic bone marrow transplantation|Procedure: peripheral blood stem cell transplantation,Memorial Sloan Kettering Cancer Center|National Cancer Institute (NCI),All,"up to 70 Years Â  (Child, Adult, Senior)",Phase 2,51,Other|NIH,Interventional,Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,01-092|MSKCC-01092|NCI-G01-2028,7-Dec-01,7/1/01,4/1/09,3-Dec-12,Dec-12,27-Nov-12,null,Apr-09,Overall Survival|Acute Graft-versus-Host Disease Matched Related Patients|Acute Graft-versus-Host Disease Unrelated and Mismatched Related Patients|Extensive Chronic Graft-versus-Host Disease Matched Related Patients|Extensive Chronic Graft-versus-Host Disease Unrelated and Mismatched Related Patients,https://ClinicalTrials.gov/show/NCT00027560
204,NCT00337519,Allogeneic Stem Cell Transplantation in Chronic Lymphocytic Leukemia,Unknown status,No Results Available,Chronic Lymphocytic Leukemia,Procedure: allogeneic stem cell transplantation|Drug: Alemtuzumab,"Charite University, Berlin, Germany|University Hospital Carl Gustav Carus|Deutsche Klinik fuer Diagnostik",All,"up to 65 Years Â  (Child, Adult)",Phase 2,82,Other,Interventional,Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,CLL #02|DJCLS-R03/01,15-Jun-06,1/1/03,4/1/09,28-Jan-09,Jan-09,No Study Results Posted,null,Apr-09,Progression-free survival|safety according to common toxicity criteria (CTC)|rate of primary and secondary graft failure|rate of acute and chronic GVHD|response rate|chimerism,https://ClinicalTrials.gov/show/NCT00337519
42,NCT01213329,Immunophenotyping of Peripheral T Cells After T Cell Depletion With Alemtuzumab,Terminated,Has Results,Kidney Transplant,Drug: Alemtuzumab,Northwestern University|American Society of Transplant Surgeons,All,18 Years to 65 Years Â  (Adult),Phase 4,52,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment,STU00011048,30-Sep-10,2/1/06,4/1/09,18-Apr-13,Apr-13,3-May-11,null,Apr-09,The Effect of T Cell Depletion on Phenotypic & Functional Profiles of Peripheral Blood Mononuclear Cells in Steroid-free Kidney Transplant Recipients.|Identify Development of Donor-specific Hyperactivity,https://ClinicalTrials.gov/show/NCT01213329
121,NCT00836043,"Safety, Effectiveness and Patient Acceptance of the Treatment With MabCampath in Chronic Lymphocytic Leukemia",Terminated,No Results Available,Chronic Lymphocytic Leukemia,Drug: Alemtuzumab (MabCampath),"Genzyme, a Sanofi Company|Sanofi",All,"18 Years and older Â  (Adult, Senior)",,6,Industry,Observational,Observational Model: Cohort|Time Perspective: Prospective,13418|13858|14241|MC0701|STAR,2-Feb-09,10/1/08,4/1/09,2-Dec-13,Dec-13,No Study Results Posted,null,Apr-09,"Efficacy related variables are patient's condition, physician's assessment of efficacy and tolerability, information whether application could be completed, clinical and laboratory findings. Safety Variables.",https://ClinicalTrials.gov/show/NCT00836043
110,NCT00214201,Campath-1H Induction to Allow Discontinuation of Calcineurin Inhibitors After Renal Transplantation,Completed,Has Results,Primary Renal Transplant,Drug: Calcineurin inhibitor withdrawal,"University of Wisconsin, Madison",All,"18 Years to 75 Years Â  (Adult, Senior)",,40,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment,2003-125,13-Sep-05,5/1/03,5/1/09,21-Sep-12,Sep-12,13-Aug-12,null,May-09,Number of Participants With Biopsy Proven Rejection|Serum Creatinine at 36 Months (End of Study),https://ClinicalTrials.gov/show/NCT00214201
